BlankieID,Tree,survey,blankie,Date,state,height,cardinal,Top.angle,Bottom.angle,Top.width,Bottom.width,Notes,Prosoma.length,Prosoma.width,Opisthosoma.length,Opisthosoma.width,Circumference..cm.,Scientific.Name,Common.Name,treeRadius,occupied,cardinalInRadians,SurveyName,BlankieWidth,BlankieLength,BlankieArea,surveyId
1068-01-08,1068,1,8,2018-07-23,Slightly damaged,1.38,339,-76.12,-16.25,5.11,5.74,,NA,NA,NA,NA,134+96,Eucalyptus grandis,Flooded Gum,0.366056369111359,FALSE,-7.48746249105567,2018-07,13.148600923662,11.7087747894594,113.038156171168,1
1068-01-09,1068,1,9,2018-07-23,Good,1.64,344,-68.98,-19.29,4.03,4.01,,2.08,1.68,2.61,1.83,134+96,Eucalyptus grandis,Flooded Gum,0.366056369111359,TRUE,-7.57472895365539,2018-07,8.44879108937789,10.893778864439,67.1657603407174,1
1068-01-10,1068,1,10,2018-07-23,Good,1.14,285,-40.71,22.46,5.95,5.98,,2.07,1.62,3.08,2.02,134+96,Eucalyptus grandis,Flooded Gum,0.366056369111359,TRUE,-6.54498469497874,2018-07,9.07362129856017,15.5935886987232,102.789266910317,1
1068-01-12,1068,1,12,2018-07-23,Good,0.79,210,71.5,-3.44,6.66,6.39,,2.09,1.68,2.61,1.68,134+96,Eucalyptus grandis,Flooded Gum,0.366056369111359,TRUE,-5.23598775598299,2018-07,8.06845965770171,11.9532735669655,87.1114996050484,1
1068-01-13,1068,1,13,2018-07-23,Slightly damaged,1.77,204,-36.87,20.39,3.67,4.66,,NA,NA,NA,NA,134+96,Eucalyptus grandis,Flooded Gum,0.366056369111359,FALSE,-5.13126800086333,2018-07,6.43846780766096,10.4047813094268,52.6739918143206,1
1068-01-14,1068,1,14,2018-07-23,Good,1.79,187,49.48,-11.76,4.83,4.85,,2.26,1.9,3.59,2.4,134+96,Eucalyptus grandis,Flooded Gum,0.366056369111359,TRUE,-4.83456202802429,2018-07,11.6001086661233,20.7823960880196,175.343314173586,1
1106-01-01,1106,1,1,2018-07-23,Good,1.57,197,-72.95,1.93,4.08,6.25,,2.23,1.84,3.13,2.2,137,Angophora costata,Smooth-barked Apple Myrtle,0.218042272035897,TRUE,-5.00909495322373,2018-07,8.20429231187177,16.0282531920674,99.5205745695441,1
1106-01-02,1106,1,2,2018-07-23,Good,0.91,213,-41.03,-15.3,3.91,4.19,,NA,NA,NA,NA,137,Angophora costata,Smooth-barked Apple Myrtle,0.218042272035897,FALSE,-5.28834763354282,2018-07,6.05813637598479,8.85628905188807,43.132864114725,1
1106-01-03,1106,1,3,2018-07-23,Good,0.34,200,-73.04,15.53,4.29,3.62,,NA,NA,NA,NA,137,Angophora costata,Smooth-barked Apple Myrtle,0.218042272035897,FALSE,-5.06145483078356,2018-07,6.41130127682695,10.5134474327628,61.8350390091751,1
1106-01-04,1106,1,4,2018-07-23,Good,1.63,157,-72.53,-12.45,2.63,2.8,,1.65,1.36,2.47,1.75,137,Angophora costata,Smooth-barked Apple Myrtle,0.218042272035897,TRUE,-4.31096325242599,2018-07,4.67264330345015,7.74246128769356,34.9496939466312,1
1106-01-05,1106,1,5,2018-07-23,Good,0.58,124,-34.34,29.04,2.63,2.78,,NA,NA,NA,NA,137,Angophora costata,Smooth-barked Apple Myrtle,0.218042272035897,FALSE,-3.73500459926787,2018-07,5.54197229013855,7.3892963868514,29.247010334721,1
1106-01-06,1106,1,6,2018-07-23,Good,1.07,95,45.23,-2.26,3.98,3.95,,1.83,1.58,2.35,1.44,137,Angophora costata,Smooth-barked Apple Myrtle,0.218042272035897,TRUE,-3.22885911618951,2018-07,6.68296658516707,9.69845150774246,48.7691258908552,1
1106-01-07,1106,1,7,2018-07-23,Good,0.37,64,54.1,-13.4,4.5,4.44,,NA,NA,NA,NA,137,Angophora costata,Smooth-barked Apple Myrtle,0.218042272035897,FALSE,-2.68780704807127,2018-07,5.78647106764466,11.6272751969573,50.4422181321132,1
1106-01-08,1106,1,8,2018-07-23,Good,1.81,69,-56.83,14.53,2.16,2.21,,NA,NA,NA,NA,137,Angophora costata,Smooth-barked Apple Myrtle,0.218042272035897,FALSE,-2.77507351067098,2018-07,4.10214615593589,5.67780494430861,18.113234617201,1
1106-01-09,1106,1,9,2018-07-23,Good,1.53,356,24.34,-12,2.94,3.39,,NA,NA,NA,NA,137,Angophora costata,Smooth-barked Apple Myrtle,0.218042272035897,FALSE,-7.78416846389471,2018-07,7.3892963868514,9.04645476772616,47.0443722217683,1
1106-01-10,1106,1,10,2018-07-23,Good,0.96,339,-53.79,-14.4,5.9,6.22,,1.48,1.19,1.89,1.37,137,Angophora costata,Smooth-barked Apple Myrtle,0.218042272035897,TRUE,-7.48746249105567,2018-07,8.2586253735398,17.413746264602,109.927400195472,1
1106-01-11,1106,1,11,2018-07-23,Good,0.72,250,-47.04,-5.3,2.16,3.31,,NA,NA,NA,NA,137,Angophora costata,Smooth-barked Apple Myrtle,0.218042272035897,FALSE,-5.93411945678072,2018-07,4.72697636511817,8.12279271936974,35.4308832458373,1
1107-01-01,1107,1,1,2018-07-23,Slightly damaged,0.92,194,39.44,-6.71,3.77,4.62,,1.88,1.53,2.66,2.14,109,Angophora costata,Smooth-barked Apple Myrtle,0.173478887970166,TRUE,-4.9567350756639,2018-07,8.58462374354795,9.5626188535724,54.6718130305029,1
1107-01-02,1107,1,2,2018-07-23,Good,1.39,64,-36.98,4.62,4.43,4.88,,2.01,1.72,3.1,2.3,109,Angophora costata,Smooth-barked Apple Myrtle,0.173478887970166,TRUE,-2.68780704807127,2018-07,8.01412659603369,10.785112741103,67.7569146791593,1
1107-01-03,1107,1,3,2018-07-23,Good,0.36,199,-61.07,-8,4.78,5.61,,2.39,1.97,3.28,2.35,109,Angophora costata,Smooth-barked Apple Myrtle,0.173478887970166,TRUE,-5.04400153826361,2018-07,9.7799511002445,13.4745992936702,88.8126366214135,1
1115-01-01,1115,1,1,2018-07-23,Good,1.59,180,39.52,1.03,4.28,4.04,,1.94,1.59,2.83,2.02,94,Corymbia maculata,Spotted Gum,0.149605646506382,TRUE,-4.71238898038469,2018-07,8.88345558272209,12.7954360228199,83.7616250205446,1
1115-01-02,1115,1,2,2018-07-23,Good,1.13,181,-35.29,-12.12,3.02,4.08,,2.37,1.98,3.22,2.18,94,Corymbia maculata,Spotted Gum,0.149605646506382,TRUE,-4.72984227290463,2018-07,8.01412659603369,10.4862809019288,66.8875266508391,1
1115-01-03,1115,1,3,2018-07-23,Good,0.74,188,45,-22.38,3.97,3.81,,NA,NA,NA,NA,94,Corymbia maculata,Spotted Gum,0.149605646506382,FALSE,-4.85201532054424,2018-07,6.7372996468351,12.3607715294757,65.5118566297959,1
1115-01-04,1115,1,4,2018-07-23,Good,1.6,66,53.82,17.52,4.1,3.07,,NA,NA,NA,NA,94,Corymbia maculata,Spotted Gum,0.149605646506382,FALSE,-2.72271363311115,2018-07,6.32980168432491,7.28063026351535,36.8567386539143,1
1115-01-05,1115,1,5,2018-07-23,Good,0.75,171,50.45,-35.52,5.29,5.53,,2.56,2.12,3.15,1.88,94,Corymbia maculata,Spotted Gum,0.149605646506382,TRUE,-4.5553093477052,2018-07,10.1331160010867,16.9247487095898,109.982013704891,1
1115-01-06,1115,1,6,2018-07-23,Good,0.62,31,-53.07,5.97,3.81,4.09,,1.64,1.28,2.15,1.64,94,Corymbia maculata,Spotted Gum,0.149605646506382,TRUE,-2.11184839491314,2018-07,7.22629720184732,9.83428416191252,52.6651355695499,1
1116-01-01,1116,1,1,2018-07-23,Good,1.33,14,49.44,8.9,3.29,3.57,,1.42,1.18,1.9,1.41,147,Corymbia maculata,Spotted Gum,0.233957766345086,TRUE,-1.8151424220741,2018-07,6.68296658516707,10.3504482477588,53.1035196856978,1
1116-01-04,1116,1,4,2018-07-23,Good,0.25,191,In notes,11.89,In notes,6.6,"Top entrance divided in two. Left side: Angle = -11.47, width = 4.01. Right side: Angle = -49.00, width = 4.74. Total: Angle = -30.40, width = 9.01",2.21,1.81,2.89,1.83,147,Corymbia maculata,Spotted Gum,0.233957766345086,TRUE,-4.90437519810407,2018-07,10.3232817169247,16.7889160554197,126.019934964167,1
1116-01-05,1116,1,5,2018-07-23,Damaged,1.14,148,,,,,,1.98,1.64,3.11,2.3,147,Corymbia maculata,Spotted Gum,0.233957766345086,TRUE,-4.1538836197465,2018-07,NA,NA,NA,1
1116-01-07,1116,1,7,2018-07-23,Good,0.67,94,-53.63,-2.42,4.41,4.91,,NA,NA,NA,NA,147,Corymbia maculata,Spotted Gum,0.233957766345086,FALSE,-3.21140582366957,2018-07,6.68296658516707,12.8226025536539,68.019649940689,1
1116-01-08,1116,1,8,2018-07-23,Good,0.77,96,52.61,-8.13,2.36,2.77,,NA,NA,NA,NA,147,Corymbia maculata,Spotted Gum,0.233957766345086,FALSE,-3.24631240870945,2018-07,3.99348003259984,7.19913067101331,21.3405978157105,1
1116-01-09,1116,1,9,2018-07-23,Good,0.77,99,55.34,-0.52,3.98,4.8,,2.09,1.68,2.75,1.89,147,Corymbia maculata,Spotted Gum,0.233957766345086,TRUE,-3.29867228626928,2018-07,9.37245313773431,13.2029339853301,89.1019406172552,1
1116-01-11,1116,1,11,2018-07-23,Good,1.35,95,-32.06,0.37,4.62,6.26,,2.53,2.04,3.43,2.08,147,Corymbia maculata,Spotted Gum,0.233957766345086,TRUE,-3.22885911618951,2018-07,9.1279543602282,15.8652540070633,111.76949910777,1
1116-01-13,1116,1,13,2018-07-23,Good,1.67,308,43.25,-17.02,4.53,3.49,,2.05,1.6,2.55,1.61,147,Corymbia maculata,Spotted Gum,0.233957766345086,TRUE,-6.94641042293743,2018-07,5.62347188264059,15.267590328715,65.3686806726702,1
1116-01-14,1116,1,14,2018-07-23,Good,0.5,265,-44.78,26.24,3.25,3.18,,NA,NA,NA,NA,147,Corymbia maculata,Spotted Gum,0.233957766345086,FALSE,-6.19591884457987,2018-07,5.32464004346645,10.4591143710948,41.3114297735584,1
1116-01-15,1116,1,15,2018-07-23,Good,0.34,269,57.74,-20.62,3.02,4.85,,1.75,1.44,2.62,1.73,147,Corymbia maculata,Spotted Gum,0.233957766345086,TRUE,-6.26573201465964,2018-07,9.18228742189622,12.1977723444716,84.7579525572444,1
1116-01-16,1116,1,16,2018-07-23,Good,0.19,296,62.15,-30.56,4.27,3.51,,NA,NA,NA,NA,147,Corymbia maculata,Spotted Gum,0.233957766345086,FALSE,-6.73697091269811,2018-07,8.09562618853572,12.3064384678077,74.3474368293286,1
1116-01-17+20,1116,1,17+20,2018-07-23,Good,0.61,219,-36.32,11.45,6.49,8.34,,2.61,2.28,3.67,2.54,147,Corymbia maculata,Spotted Gum,0.233957766345086,TRUE,-5.39306738866248,2018-07,10.5134474327628,18.8264058679707,153.52743122185,1
1116-01-19,1116,1,19,2018-07-23,Good,1.76,213,-47.51,-1.77,3.96,5.05,,1.89,1.53,2.78,1.94,147,Corymbia maculata,Spotted Gum,0.233957766345086,TRUE,-5.28834763354282,2018-07,8.28579190437381,9.75278456941049,56.0046778684879,1
1118-01-03,1118,1,3,2018-07-23,Good,0.32,212,57.08,-14.26,4.54,4.95,,2.25,1.81,2.8,1.88,127,Corymbia maculata,Spotted Gum,0.202126777726707,TRUE,-5.27089434102288,2018-07,9.01928823689215,13.094267861994,94.2400386250355,1
1118-01-04,1118,1,4,2018-07-23,Good,0.27,212,75.09,-5.4,3.11,3.21,,NA,NA,NA,NA,127,Corymbia maculata,Spotted Gum,0.202126777726707,FALSE,-5.27089434102288,2018-07,5.24314045096441,7.30779679434936,29.3850201490639,1
1118-01-05,1118,1,5,2018-07-23,Good,0.87,165,68.18,7.05,3.18,4.01,,1.55,1.21,1.68,1.2,127,Corymbia maculata,Spotted Gum,0.202126777726707,TRUE,-4.45058959258554,2018-07,6.81879923933714,7.33496332518337,40.5173198257888,1
1118-01-06,1118,1,6,2018-07-23,Good,1.37,147,-35.14,-1.85,2.68,2.89,,1.57,1.21,1.71,0.91,127,Corymbia maculata,Spotted Gum,0.202126777726707,TRUE,-4.13643032722656,2018-07,4.69980983428416,6.19396903015485,21.9029693586477,1
1118-01-07,1118,1,7,2018-07-23,Good,1.57,177,59,18.65,3.03,2.32,,NA,NA,NA,NA,127,Corymbia maculata,Spotted Gum,0.202126777726707,FALSE,-4.66002910282486,2018-07,5.05297473512632,5.56913882097256,20.2077365054631,1
1118-01-09,1118,1,9,2018-07-23,Good,0.46,120,82.34,16.93,2.88,3.17,,NA,NA,NA,NA,127,Corymbia maculata,Spotted Gum,0.202126777726707,FALSE,-3.66519142918809,2018-07,6.9546318935072,7.3892963868514,38.332779449025,1
1118-01-11,1118,1,11,2018-07-23,Slightly damaged,0.15,111,-27.52,30.46,30.07,2.37,,NA,NA,NA,NA,127,Corymbia maculata,Spotted Gum,0.202126777726707,FALSE,-3.5081117965086,2018-07,4.29231187177397,5.75930453681065,18.3169282469263,1
1118-01-12,1118,1,12,2018-07-23,Slightly damaged,0.74,93,60.86,-1.73,3.55,4.81,,1.73,1.32,2.14,1.51,127,Corymbia maculata,Spotted Gum,0.202126777726707,TRUE,-3.19395253114962,2018-07,7.22629720184732,10.5677804944309,53.4348908442001,1
1118-01-13,1118,1,13,2018-07-23,Good,0.41,87,-23.49,-11.48,2.75,3.01,,1.73,1.36,2.01,1.37,127,Corymbia maculata,Spotted Gum,0.202126777726707,TRUE,-3.08923277602996,2018-07,6.16680249932084,7.8239608801956,36.8183615932414,1
1118-01-14,1118,1,14,2018-07-23,Good,0.29,56,51.47,-5.65,5.48,5.1,,2.13,1.61,2.56,1.65,127,Corymbia maculata,Spotted Gum,0.202126777726707,TRUE,-2.54818070791172,2018-07,8.28579190437381,15.7022548220592,96.767020466265,1
1118-01-15,1118,1,15,2018-07-23,Good,0.55,255,45.72,-3.68,4.98,6.28,,1.84,1.47,2.32,1.67,127,Corymbia maculata,Spotted Gum,0.202126777726707,TRUE,-6.02138591938044,2018-07,10.7036131486009,18.5819070904645,132.881310600239,1
1118-01-16,1118,1,16,2018-07-23,Good,0.64,250,-85.52,14.82,3.12,2.93,,NA,NA,NA,NA,127,Corymbia maculata,Spotted Gum,0.202126777726707,FALSE,-5.93411945678072,2018-07,6.54713393099701,7.47079597935344,41.9535075194315,1
1118-01-17,1118,1,17,2018-07-23,Good,1.11,232,-63.01,-9.63,2.82,4.14,,NA,NA,NA,NA,127,Corymbia maculata,Spotted Gum,0.202126777726707,FALSE,-5.61996019142174,2018-07,6.81879923933714,9.42678619940234,43.6221716383042,1
1118-01-18,1118,1,18,2018-07-23,Slightly damaged,0.78,239,-53.9,-6.57,4.24,4.36,,NA,NA,NA,NA,127,Corymbia maculata,Spotted Gum,0.202126777726707,FALSE,-5.74213323906134,2018-07,11.0567780494431,13.8005976636783,115.975477353438,1
1118-01-19,1118,1,19,2018-07-23,Good,1.82,181,79.84,9.35,4.75,5.17,,2.57,2.05,3.23,2.02,127,Corymbia maculata,Spotted Gum,0.202126777726707,TRUE,-4.72984227290463,2018-07,7.1719641401793,11.1382776419451,59.7043741214328,1
1119-01-01,1119,1,1,2018-07-23,Good,1.29,210,53.81,-11.98,5.29,4.44,,2.66,2.13,3.29,2.07,92,Corymbia maculata,Spotted Gum,0.146422547644544,TRUE,-5.23598775598299,2018-07,7.25346373268134,14.0722629720185,77.2434288693358,1
1119-01-02,1119,1,2,2018-07-23,Slightly damaged,0.53,215,58.9,-3.94,2.29,3.69,,NA,NA,NA,NA,92,Corymbia maculata,Spotted Gum,0.146422547644544,FALSE,-5.32325421858271,2018-07,4.9986416734583,8.1771257810377609,29.7938834493095,1
1119-01-05,1119,1,5,2018-07-23,Slightly damaged,0.91,346,64.14,In notes,3.49,In notes,"Bottom entrance divided in two. Left side: Angle = -40.85, width = 3.26. Right side: Angle = -12.7, width = 4.97. Total: Angle = -23.88, width = 8.33",1.98,1.65,2.58,1.73,92,Corymbia maculata,Spotted Gum,0.146422547644544,TRUE,-7.60963553869528,2018-07,8.31295843520782,10.948111926107,71.1990418133574,1
1119-01-06,1119,1,6,2018-07-23,Good,0.86,273,58.99,22.16,4.86,4.53,,2.26,1.82,2.72,1.84,92,Corymbia maculata,Spotted Gum,0.146422547644544,TRUE,-6.33554518473942,2018-07,7.8239608801956,9.58978538440641,54.3854611162514,1
1119-01-07,1119,1,7,2018-07-23,Slightly damaged,1.81,270,-61.01,-8.23,4.73,6.21,,2.04,1.69,2.85,2.05,92,Corymbia maculata,Spotted Gum,0.146422547644544,TRUE,-6.28318530717959,2018-07,11.7902743819614,14.7785927737028,124.614006106824,1
1119-01-08,1119,1,8,2018-07-23,Slightly damaged,0.53,225,60.82,2.98,4.17,3.87,,NA,NA,NA,NA,92,Corymbia maculata,Spotted Gum,0.146422547644544,FALSE,-5.49778714378214,2018-07,6.60146699266504,7.71529475685955,33.1430200134157,1
1119-01-09,1119,1,9,2018-07-23,Good,1.01,202,49.05,6.53,4.91,5.18,,2.59,2.2,2.8,1.65,92,Corymbia maculata,Spotted Gum,0.146422547644544,TRUE,-5.09636141582344,2018-07,7.11763107851127,13.3387666395001,66.773133489218,1
1119-01-17N,1119,1,17N,2018-07-23,Good,NA,60,52.4,-42.89,4.83,6.57,,NA,NA,NA,NA,92,Corymbia maculata,Spotted Gum,0.146422547644544,FALSE,-2.61799387799149,2018-07,8.88345558272209,18.2287421896224,121.100290994063,1
1120-01-01,1120,1,1,2018-07-23,Good,1.73,69,-67.52,3.61,7.57,7.24,,2.62,2.12,3.9,2.75,88,Corymbia maculata,Spotted Gum,0.140056349920868,TRUE,-2.77507351067098,2018-07,11.8446074436294,17.305080141266,165.466387193103,1
1120-01-02,1120,1,2,2018-07-23,Damaged,1.74,268,,,,,,NA,NA,NA,NA,88,Corymbia maculata,Spotted Gum,0.140056349920868,FALSE,-6.2482787221397,2018-07,2.71665308340125,2.85248573757131,5.84069342625305,1
1130-01-07,1130,1,7,2018-07-23,Good,0.26,49,41.21,-10.3,3.66,3.92,,NA,NA,NA,NA,93,Corymbia maculata,Spotted Gum,0.148014097075463,FALSE,-2.42600766027212,2018-07,5.89513719098071,8.4759576202119,38.0641400243148,1
1130-01-08+2,1130,1,08+2,2018-07-23,Slightly damaged,0.56,36,,,,,,NA,NA,NA,NA,93,Corymbia maculata,Spotted Gum,0.148014097075463,FALSE,-2.19911485751286,2018-07,5.18880738929639,7.85112741102961,31.2086685514232,1
1130-01-10,1130,1,10,2018-07-23,Good,0.24,42,38.63,18.01,5.59,4.84,,NA,NA,NA,NA,93,Corymbia maculata,Spotted Gum,0.148014097075463,FALSE,-2.30383461263252,2018-07,10.0787829394186,9.31812007606629,72.359947898712,1
1131-01-01,1131,1,1,2018-07-23,Slightly damaged,1.7,173,31.06,-15.31,3.76,4.19,,NA,NA,NA,NA,143,Corymbia maculata,Spotted Gum,0.22759156862141,FALSE,-4.59021593274509,2018-07,7.3892963868514,11.3012768269492,58.9169063572413,1
1131-01-02,1131,1,2,2018-07-23,Good,0.34,142,54.76,-9.51,3.62,3.54,,1.7,1.28,1.72,1.1,143,Corymbia maculata,Spotted Gum,0.22759156862141,TRUE,-4.04916386462684,2018-07,6.05813637598479,12.6867698994838,57.1810823821911,1
1131-01-03,1131,1,3,2018-07-23,Slightly damaged,0.41,113,-41.61,20.46,4.7,4.46,,NA,NA,NA,NA,143,Corymbia maculata,Spotted Gum,0.22759156862141,FALSE,-3.54301838154849,2018-07,8.50312415104591,13.2301005161641,86.6768055908883,1
1131-01-04,1131,1,4,2018-07-23,Slightly damaged,0.37,104,,27.84,2.78,,,NA,NA,NA,NA,143,Corymbia maculata,Spotted Gum,0.22759156862141,FALSE,-3.385938748869,2018-07,5.67780494430861,6.35696821515892,28.4418300809881,1
1134-01-01,1134,1,1,2018-07-23,,1.18,NA,,,,,,2.03,1.63,3.04,2.03,148,Eucalyptus grandis,Flooded Gum,0.235549315776005,TRUE,NA,2018-07,NA,NA,NA,1
562-01-02,562,1,2,2018-07-23,Good,0.85,59,-69.99,-20.74,7.05,7.05,,1.9,1.76,2.92,2.12,210+192,Eucalyptus racemosa,Scribbly Gum,0.639802871229419,TRUE,-2.60054058547155,2018-07,14.0722629720185,19.0709046454768,192.608563353996,1
562-01-03,562,1,3,2018-07-23,Good,0.94,58,-96.03,-28,6,5.94,,NA,NA,NA,NA,210+192,Eucalyptus racemosa,Scribbly Gum,0.639802871229419,FALSE,-2.58308729295161,2018-07,8.39445802770986,13.2301005161641,109.187165736724,1
562-01-04,562,1,4,2018-07-23,Good,1.61,48,-63.34,-5.19,6.69,7.03,,2.34,1.94,3.25,2.18,210+192,Eucalyptus racemosa,Scribbly Gum,0.639802871229419,TRUE,-2.40855436775217,2018-07,10.2961151860907,17.2235805487639,125.513652971444,1
9566-01-01,9566,1,1,2018-07-23,Good,1.11,151,-62.63,18.96,7.61,6.65,,2.37,2.03,3.59,2.39,111,NA,NA,0.176661986832004,TRUE,-4.20624349730633,2018-07,13.4474327628362,28.307525129041,328.385865994241,1
9566-01-02,9566,1,2,2018-07-23,Good,0.8,138,37.07,3.05,5.79,6.45,,2.18,1.86,3.29,2.41,111,NA,NA,0.176661986832004,TRUE,-3.97935069454707,2018-07,10.920945395273,21.8690573213801,184.124280863699,1
9566-01-03,9566,1,3,2018-07-23,Good,1.87,128,75.76,15.99,5.57,5.58,,2.4,2.13,3.93,2.71,111,NA,NA,0.176661986832004,TRUE,-3.80481776934764,2018-07,12.7139364303178,18.1472425971203,179.123454649864,1
9566-01-05,9566,1,5,2018-07-23,Good,1.35,5,-35.84,-7.02,2.56,3.19,,NA,NA,NA,NA,111,NA,NA,0.176661986832004,FALSE,-1.65806278939461,2018-07,5.94947025264874,9.53545232273839,42.1247282516644,1
9566-01-06,9566,1,6,2018-07-23,Good,1.82,18,-43.07,13.89,4.01,3.56,,NA,NA,NA,NA,111,NA,NA,0.176661986832004,FALSE,-1.88495559215388,2018-07,8.66612333604999,15.0230915512089,95.196513060267307,1
1066-01-01,1066,1,1,2018-10-02,Good,1.03,217,NA,NA,6.44,5.21,,NA,NA,NA,NA,188,Eucalyptus grandis,Flooded Gum,0.299211293012763,FALSE,-5.35816080362259,2018-10,8.20353063343718,19.2627206645898,118.53695778056,2
1066-01-02,1066,1,2,2018-10-02,Good,0.74,192,NA,NA,4.26,3.26,,NA,NA,NA,NA,188,Eucalyptus grandis,Flooded Gum,0.299211293012763,FALSE,-4.92182849062401,2018-10,5.19210799584631,11.6303219106957,48.6780343099672,2
1066-01-03,1066,1,3,2018-10-02,Good,0.96,74,NA,NA,4.41,4.11,,NA,NA,NA,NA,188,Eucalyptus grandis,Flooded Gum,0.299211293012763,FALSE,-2.8623399732707,2018-10,6.3343717549325,11.993769470405,60.7740823771336,2
1066-01-05,1066,1,5,2018-10-02,Good,1.74,356,NA,NA,6.07,6.38,,2.48,1.99,3.62,2.71,188,Eucalyptus grandis,Flooded Gum,0.299211293012763,TRUE,-7.78416846389471,2018-10,8.93042575285566,20.3530633437175,137.302411445714,2
