"BlankieID","Tree","survey","blankie","Date","state","occu","height","cardinal","collected","photoStart","photoEnd","fullLabel","Blankie.length","Top.angle","Bottom.angle","Top.width","Bottom.width","Notes","Prosoma.length","Prosoma.width","Opisthosoma.length","Opisthosoma.width","Circumference..cm.","Scientific.Name","Common.Name","treeRadius","occupied","cardinalInRadians","filename","SurveyName","BlankieWidth","BlankieLength","BlankieArea","BlankiePhotoFile","Group","surveyId"
"1068-01-02","1068",1,"2",2018-07-23,"Good","yes",0.78,163,NA,NA,NA,NA,22.1,"53.43","-10.99","7.7","8.47","",2.34,1.911,3.69,2.53,"134+96","Eucalyptus grandis","Flooded Gum",0.366056369111359,TRUE,-4.41568300754565,"2018-07 Blankie Survey.csv","2018-07",7.87829394186362,24.9932083672915,147.469759798715,"../data/Photos outline/2018-07 outlines/1068/1068-01-02.png","2018-07 outlines",1
"1068-01-03","1068",1,"3",2018-07-23,"Good","yes",1.41,11,NA,NA,NA,NA,15.39,"62.36","-6.29","6.65","6.08","",2.37,1.91,3,1.96,"134+96","Eucalyptus grandis","Flooded Gum",0.366056369111359,TRUE,-1.76278254451427,"2018-07 Blankie Survey.csv","2018-07",9.10078782939419,17.3322466721,120.744565162441,"../data/Photos outline/2018-07 outlines/1068/1068-01-03.png","2018-07 outlines",1
"1068-01-04","1068",1,"4",2018-07-23,"Slightly damaged","yes",1.26,347,NA,NA,NA,NA,23.44,"39.67","29.74","5.83","3.86","",2.37,1.87,3.12,2.04,"134+96","Eucalyptus grandis","Flooded Gum",0.366056369111359,TRUE,-7.62708883121522,"2018-07 Blankie Survey.csv","2018-07",11.4371094811193,25.2377071447976,186.184833813674,"../data/Photos outline/2018-07 outlines/1068/1068-01-04.png","2018-07 outlines",1
"1068-01-05","1068",1,"5",2018-07-23,"Good","yes",1.31,345,NA,NA,NA,NA,11.56,"47.45","9.98","3.94","3.45","",1.83,1.45,2.67,1.78,"134+96","Eucalyptus grandis","Flooded Gum",0.366056369111359,TRUE,-7.59218224617533,"2018-07 Blankie Survey.csv","2018-07",7.74246128769356,14.2080956261885,75.5459819549585,"../data/Photos outline/2018-07 outlines/1068/1068-01-05.png","2018-07 outlines",1
"1068-01-06","1068",1,"6",2018-07-23,"Good","yes",0.96,330,NA,NA,NA,NA,14.75,"-73.82","19.13","7.3","5.49","",1.88,1.51,2.94,2.04,"134+96","Eucalyptus grandis","Flooded Gum",0.366056369111359,TRUE,-7.33038285837618,"2018-07 Blankie Survey.csv","2018-07",9.69845150774246,18.1472425971203,134.122660908927,"../data/Photos outline/2018-07 outlines/1068/1068-01-06.png","2018-07 outlines",1
"1068-01-07","1068",1,"7",2018-07-23,"Good","yes",0.71,332,NA,NA,NA,NA,12.57,"43.91","-19.16","4.72","4.84","",1.75,1.32,2.48,1.72,"134+96","Eucalyptus grandis","Flooded Gum",0.366056369111359,TRUE,-7.36528944341607,"2018-07 Blankie Survey.csv","2018-07",8.53029068187992,15.158924205379,95.4024207511852,"../data/Photos outline/2018-07 outlines/1068/1068-01-07.png","2018-07 outlines",1
"1068-01-08","1068",1,"8",2018-07-23,"Slightly damaged","",1.38,339,NA,NA,NA,NA,13.21,"-76.12","-16.25","5.11","5.74","",NA,NA,NA,NA,"134+96","Eucalyptus grandis","Flooded Gum",0.366056369111359,FALSE,-7.48746249105567,"2018-07 Blankie Survey.csv","2018-07",13.148600923662,11.7087747894594,113.038156171168,"../data/Photos outline/2018-07 outlines/1068/1068-01-08.png","2018-07 outlines",1
"1068-01-09","1068",1,"9",2018-07-23,"Good","yes",1.64,344,NA,NA,NA,NA,9.63,"-68.98","-19.29","4.03","4.01","",2.08,1.68,2.61,1.83,"134+96","Eucalyptus grandis","Flooded Gum",0.366056369111359,TRUE,-7.57472895365539,"2018-07 Blankie Survey.csv","2018-07",8.44879108937789,10.893778864439,67.1657603407174,"../data/Photos outline/2018-07 outlines/1068/1068-01-09.png","2018-07 outlines",1
"1068-01-10","1068",1,"10",2018-07-23,"Good","yes",1.14,285,NA,NA,NA,NA,13.83,"-40.71","22.46","5.95","5.98","",2.07,1.62,3.08,2.02,"134+96","Eucalyptus grandis","Flooded Gum",0.366056369111359,TRUE,-6.54498469497874,"2018-07 Blankie Survey.csv","2018-07",9.07362129856017,15.5935886987232,102.789266910317,"../data/Photos outline/2018-07 outlines/1068/1068-01-10.png","2018-07 outlines",1
"1068-01-12","1068",1,"12",2018-07-23,"Good","yes",0.79,210,NA,NA,NA,NA,13.19,"71.5","-3.44","6.66","6.39","",2.09,1.68,2.61,1.68,"134+96","Eucalyptus grandis","Flooded Gum",0.366056369111359,TRUE,-5.23598775598299,"2018-07 Blankie Survey.csv","2018-07",8.06845965770171,11.9532735669655,87.1114996050484,"../data/Photos outline/2018-07 outlines/1068/1068-01-12.png","2018-07 outlines",1
"1068-01-13","1068",1,"13",2018-07-23,"Slightly damaged","",1.77,204,NA,NA,NA,NA,9.7,"-36.87","20.39","3.67","4.66","",NA,NA,NA,NA,"134+96","Eucalyptus grandis","Flooded Gum",0.366056369111359,FALSE,-5.13126800086333,"2018-07 Blankie Survey.csv","2018-07",6.43846780766096,10.4047813094268,52.6739918143206,"../data/Photos outline/2018-07 outlines/1068/1068-01-13.png","2018-07 outlines",1
"1068-01-14","1068",1,"14",2018-07-23,"Good","yes",1.79,187,NA,NA,NA,NA,18.59,"49.48","-11.76","4.83","4.85","",2.26,1.9,3.59,2.4,"134+96","Eucalyptus grandis","Flooded Gum",0.366056369111359,TRUE,-4.83456202802429,"2018-07 Blankie Survey.csv","2018-07",11.6001086661233,20.7823960880196,175.343314173586,"../data/Photos outline/2018-07 outlines/1068/1068-01-14.png","2018-07 outlines",1
"1106-01-01","1106",1,"1",2018-07-23,"Good","yes",1.57,197,NA,NA,NA,NA,13.8,"-72.95","1.93","4.08","6.25","",2.23,1.84,3.13,2.2,"137","Angophora costata","Smooth-barked Apple Myrtle",0.218042272035897,TRUE,-5.00909495322373,"2018-07 Blankie Survey.csv","2018-07",8.20429231187177,16.0282531920674,99.5205745695441,"../data/Photos outline/2018-07 outlines/1106/1106-01-01.png","2018-07 outlines",1
"1106-01-02","1106",1,"2",2018-07-23,"Good","",0.91,213,NA,NA,NA,NA,9.92,"-41.03","-15.3","3.91","4.19","",NA,NA,NA,NA,"137","Angophora costata","Smooth-barked Apple Myrtle",0.218042272035897,FALSE,-5.28834763354282,"2018-07 Blankie Survey.csv","2018-07",6.05813637598479,8.85628905188807,43.132864114725,"../data/Photos outline/2018-07 outlines/1106/1106-01-02.png","2018-07 outlines",1
"1106-01-03","1106",1,"3",2018-07-23,"Good","",0.34,200,NA,NA,NA,NA,11.83,"-73.04","15.53","4.29","3.62","",NA,NA,NA,NA,"137","Angophora costata","Smooth-barked Apple Myrtle",0.218042272035897,FALSE,-5.06145483078356,"2018-07 Blankie Survey.csv","2018-07",6.41130127682695,10.5134474327628,61.8350390091751,"../data/Photos outline/2018-07 outlines/1106/1106-01-03.png","2018-07 outlines",1
"1106-01-04","1106",1,"4",2018-07-23,"Good","yes",1.63,157,NA,NA,NA,NA,9.89,"-72.53","-12.45","2.63","2.8","",1.65,1.36,2.47,1.75,"137","Angophora costata","Smooth-barked Apple Myrtle",0.218042272035897,TRUE,-4.31096325242599,"2018-07 Blankie Survey.csv","2018-07",4.67264330345015,7.74246128769356,34.9496939466312,"../data/Photos outline/2018-07 outlines/1106/1106-01-04.png","2018-07 outlines",1
"1106-01-05","1106",1,"5",2018-07-23,"Good","",0.58,124,NA,NA,NA,NA,6.03,"-34.34","29.04","2.63","2.78","",NA,NA,NA,NA,"137","Angophora costata","Smooth-barked Apple Myrtle",0.218042272035897,FALSE,-3.73500459926787,"2018-07 Blankie Survey.csv","2018-07",5.54197229013855,7.3892963868514,29.247010334721,"../data/Photos outline/2018-07 outlines/1106/1106-01-05.png","2018-07 outlines",1
"1106-01-06","1106",1,"6",2018-07-23,"Good","yes",1.07,95,NA,NA,NA,NA,7.82,"45.23","-2.26","3.98","3.95","",1.83,1.58,2.35,1.44,"137","Angophora costata","Smooth-barked Apple Myrtle",0.218042272035897,TRUE,-3.22885911618951,"2018-07 Blankie Survey.csv","2018-07",6.68296658516707,9.69845150774246,48.7691258908552,"../data/Photos outline/2018-07 outlines/1106/1106-01-06.png","2018-07 outlines",1
"1106-01-07","1106",1,"7",2018-07-23,"Good","",0.37,64,NA,NA,NA,NA,9.02,"54.1","-13.4","4.5","4.44","",NA,NA,NA,NA,"137","Angophora costata","Smooth-barked Apple Myrtle",0.218042272035897,FALSE,-2.68780704807127,"2018-07 Blankie Survey.csv","2018-07",5.78647106764466,11.6272751969573,50.4422181321132,"../data/Photos outline/2018-07 outlines/1106/1106-01-07.png","2018-07 outlines",1
"1106-01-08","1106",1,"8",2018-07-23,"Good","",1.81,69,NA,NA,NA,NA,5.14,"-56.83","14.53","2.16","2.21","",NA,NA,NA,NA,"137","Angophora costata","Smooth-barked Apple Myrtle",0.218042272035897,FALSE,-2.77507351067098,"2018-07 Blankie Survey.csv","2018-07",4.10214615593589,5.67780494430861,18.113234617201,"../data/Photos outline/2018-07 outlines/1106/1106-01-08.png","2018-07 outlines",1
"1106-01-09","1106",1,"9",2018-07-23,"Good","",1.53,356,NA,NA,NA,NA,8.2,"24.34","-12","2.94","3.39","",NA,NA,NA,NA,"137","Angophora costata","Smooth-barked Apple Myrtle",0.218042272035897,FALSE,-7.78416846389471,"2018-07 Blankie Survey.csv","2018-07",7.3892963868514,9.04645476772616,47.0443722217683,"../data/Photos outline/2018-07 outlines/1106/1106-01-09.png","2018-07 outlines",1
"1106-01-10","1106",1,"10",2018-07-23,"Good","yes",0.96,339,NA,NA,NA,NA,14.96,"-53.79","-14.4","5.9","6.22","",1.48,1.19,1.89,1.37,"137","Angophora costata","Smooth-barked Apple Myrtle",0.218042272035897,TRUE,-7.48746249105567,"2018-07 Blankie Survey.csv","2018-07",8.2586253735398,17.413746264602,109.927400195472,"../data/Photos outline/2018-07 outlines/1106/1106-01-10.png","2018-07 outlines",1
"1106-01-11","1106",1,"11",2018-07-23,"Good","",0.72,250,NA,NA,NA,NA,9.167,"-47.04","-5.3","2.16","3.31","",NA,NA,NA,NA,"137","Angophora costata","Smooth-barked Apple Myrtle",0.218042272035897,FALSE,-5.93411945678072,"2018-07 Blankie Survey.csv","2018-07",4.72697636511817,8.12279271936974,35.4308832458373,"../data/Photos outline/2018-07 outlines/1106/1106-01-11.png","2018-07 outlines",1
"1107-01-01","1107",1,"1",2018-07-23,"Slightly damaged","yes",0.92,194,NA,NA,NA,NA,8.37,"39.44","-6.71","3.77","4.62","",1.88,1.53,2.66,2.14,"109","Angophora costata","Smooth-barked Apple Myrtle",0.173478887970166,TRUE,-4.9567350756639,"2018-07 Blankie Survey.csv","2018-07",8.58462374354795,9.5626188535724,54.6718130305029,"../data/Photos outline/2018-07 outlines/1107/1107-01-01.png","2018-07 outlines",1
"1107-01-02","1107",1,"2",2018-07-23,"Good","yes",1.39,64,NA,NA,NA,NA,8.97,"-36.98","4.62","4.43","4.88","",2.01,1.72,3.1,2.3,"109","Angophora costata","Smooth-barked Apple Myrtle",0.173478887970166,TRUE,-2.68780704807127,"2018-07 Blankie Survey.csv","2018-07",8.01412659603369,10.785112741103,67.7569146791593,"../data/Photos outline/2018-07 outlines/1107/1107-01-02.png","2018-07 outlines",1
"1107-01-03","1107",1,"3",2018-07-23,"Good","yes",0.36,199,NA,NA,NA,NA,10.95,"-61.07","-8","4.78","5.61","",2.39,1.97,3.28,2.35,"109","Angophora costata","Smooth-barked Apple Myrtle",0.173478887970166,TRUE,-5.04400153826361,"2018-07 Blankie Survey.csv","2018-07",9.7799511002445,13.4745992936702,88.8126366214135,"../data/Photos outline/2018-07 outlines/1107/1107-01-03.png","2018-07 outlines",1
"1115-01-01","1115",1,"1",2018-07-23,"Good","yes",1.59,180,NA,NA,NA,NA,11.83,"39.52","1.03","4.28","4.04","",1.94,1.59,2.83,2.02,"94","Corymbia maculata","Spotted Gum",0.149605646506382,TRUE,-4.71238898038469,"2018-07 Blankie Survey.csv","2018-07",8.88345558272209,12.7954360228199,83.7616250205446,"../data/Photos outline/2018-07 outlines/1115/1115-01-01.png","2018-07 outlines",1
"1115-01-02","1115",1,"2",2018-07-23,"Good","yes",1.13,181,NA,NA,NA,NA,10.9,"-35.29","-12.12","3.02","4.08","",2.37,1.98,3.22,2.18,"94","Corymbia maculata","Spotted Gum",0.149605646506382,TRUE,-4.72984227290463,"2018-07 Blankie Survey.csv","2018-07",8.01412659603369,10.4862809019288,66.8875266508391,"../data/Photos outline/2018-07 outlines/1115/1115-01-02.png","2018-07 outlines",1
"1115-01-03","1115",1,"3",2018-07-23,"Good","",0.74,188,NA,NA,NA,NA,11.12,"45","-22.38","3.97","3.81","",NA,NA,NA,NA,"94","Corymbia maculata","Spotted Gum",0.149605646506382,FALSE,-4.85201532054424,"2018-07 Blankie Survey.csv","2018-07",6.7372996468351,12.3607715294757,65.5118566297959,"../data/Photos outline/2018-07 outlines/1115/1115-01-03.png","2018-07 outlines",1
"1115-01-04","1115",1,"4",2018-07-23,"Good","",1.6,66,NA,NA,NA,NA,7.59,"53.82","17.52","4.1","3.07","",NA,NA,NA,NA,"94","Corymbia maculata","Spotted Gum",0.149605646506382,FALSE,-2.72271363311115,"2018-07 Blankie Survey.csv","2018-07",6.32980168432491,7.28063026351535,36.8567386539143,"../data/Photos outline/2018-07 outlines/1115/1115-01-04.png","2018-07 outlines",1
"1115-01-05","1115",1,"5",2018-07-23,"Good","yes",0.75,171,NA,NA,NA,NA,13.9,"50.45","-35.52","5.29","5.53","",2.56,2.12,3.15,1.88,"94","Corymbia maculata","Spotted Gum",0.149605646506382,TRUE,-4.5553093477052,"2018-07 Blankie Survey.csv","2018-07",10.1331160010867,16.9247487095898,109.982013704891,"../data/Photos outline/2018-07 outlines/1115/1115-01-05.png","2018-07 outlines",1
"1115-01-06","1115",1,"6",2018-07-23,"Good","yes",0.62,31,NA,NA,NA,NA,8.86,"-53.07","5.97","3.81","4.09","",1.64,1.28,2.15,1.64,"94","Corymbia maculata","Spotted Gum",0.149605646506382,TRUE,-2.11184839491314,"2018-07 Blankie Survey.csv","2018-07",7.22629720184732,9.83428416191252,52.6651355695499,"../data/Photos outline/2018-07 outlines/1115/1115-01-06.png","2018-07 outlines",1
"1116-01-01","1116",1,"1",2018-07-23,"Good","yes",1.33,14,NA,NA,NA,NA,9.75,"49.44","8.9","3.29","3.57","",1.42,1.18,1.9,1.41,"147","Corymbia maculata","Spotted Gum",0.233957766345086,TRUE,-1.8151424220741,"2018-07 Blankie Survey.csv","2018-07",6.68296658516707,10.3504482477588,53.1035196856978,"../data/Photos outline/2018-07 outlines/1116/1116-01-01.png","2018-07 outlines",1
"1116-01-04","1116",1,"4",2018-07-23,"Good","yes",0.25,191,NA,NA,NA,NA,15.02,"In notes","11.89","In notes","6.6","Top entrance divided in two. Left side: Angle = -11.47, width = 4.01. Right side: Angle = -49.00, width = 4.74. Total: Angle = -30.40, width = 9.01",2.21,1.81,2.89,1.83,"147","Corymbia maculata","Spotted Gum",0.233957766345086,TRUE,-4.90437519810407,"2018-07 Blankie Survey.csv","2018-07",10.3232817169247,16.7889160554197,126.019934964167,"../data/Photos outline/2018-07 outlines/1116/1116-01-04.png","2018-07 outlines",1
"1116-01-05","1116",1,"5",2018-07-23,"Damaged","yes",1.14,148,NA,NA,NA,NA,NA,"","","","","",1.98,1.64,3.11,2.3,"147","Corymbia maculata","Spotted Gum",0.233957766345086,TRUE,-4.1538836197465,"2018-07 Blankie Survey.csv","2018-07",NA,NA,NA,NA,NA,1
"1116-01-07","1116",1,"7",2018-07-23,"Good","",0.67,94,NA,NA,NA,NA,10.35,"-53.63","-2.42","4.41","4.91","",NA,NA,NA,NA,"147","Corymbia maculata","Spotted Gum",0.233957766345086,FALSE,-3.21140582366957,"2018-07 Blankie Survey.csv","2018-07",6.68296658516707,12.8226025536539,68.019649940689,"../data/Photos outline/2018-07 outlines/1116/1116-01-07.png","2018-07 outlines",1
"1116-01-08","1116",1,"8",2018-07-23,"Good","",0.77,96,NA,NA,NA,NA,5.72,"52.61","-8.13","2.36","2.77","",NA,NA,NA,NA,"147","Corymbia maculata","Spotted Gum",0.233957766345086,FALSE,-3.24631240870945,"2018-07 Blankie Survey.csv","2018-07",3.99348003259984,7.19913067101331,21.3405978157105,"../data/Photos outline/2018-07 outlines/1116/1116-01-08.png","2018-07 outlines",1
"1116-01-09","1116",1,"9",2018-07-23,"Good","yes",0.77,99,NA,NA,NA,NA,12.05,"55.34","-0.52","3.98","4.8","",2.09,1.68,2.75,1.89,"147","Corymbia maculata","Spotted Gum",0.233957766345086,TRUE,-3.29867228626928,"2018-07 Blankie Survey.csv","2018-07",9.37245313773431,13.2029339853301,89.1019406172552,"../data/Photos outline/2018-07 outlines/1116/1116-01-09.png","2018-07 outlines",1
"1116-01-11","1116",1,"11",2018-07-23,"Good","yes",1.35,95,NA,NA,NA,NA,13.19,"-32.06","0.37","4.62","6.26","",2.53,2.04,3.43,2.08,"147","Corymbia maculata","Spotted Gum",0.233957766345086,TRUE,-3.22885911618951,"2018-07 Blankie Survey.csv","2018-07",9.1279543602282,15.8652540070633,111.76949910777,"../data/Photos outline/2018-07 outlines/1116/1116-01-11.png","2018-07 outlines",1
"1116-01-13","1116",1,"13",2018-07-23,"Good","yes",1.67,308,NA,NA,NA,NA,12.83,"43.25","-17.02","4.53","3.49","",2.05,1.6,2.55,1.61,"147","Corymbia maculata","Spotted Gum",0.233957766345086,TRUE,-6.94641042293743,"2018-07 Blankie Survey.csv","2018-07",5.62347188264059,15.267590328715,65.3686806726702,"../data/Photos outline/2018-07 outlines/1116/1116-01-13.png","2018-07 outlines",1
"1116-01-14","1116",1,"14",2018-07-23,"Good","",0.5,265,NA,NA,NA,NA,8.68,"-44.78","26.24","3.25","3.18","",NA,NA,NA,NA,"147","Corymbia maculata","Spotted Gum",0.233957766345086,FALSE,-6.19591884457987,"2018-07 Blankie Survey.csv","2018-07",5.32464004346645,10.4591143710948,41.3114297735584,"../data/Photos outline/2018-07 outlines/1116/1116-01-14.png","2018-07 outlines",1
"1116-01-15","1116",1,"15",2018-07-23,"Good","yes",0.34,269,NA,NA,NA,NA,11.12,"57.74","-20.62","3.02","4.85","",1.75,1.44,2.62,1.73,"147","Corymbia maculata","Spotted Gum",0.233957766345086,TRUE,-6.26573201465964,"2018-07 Blankie Survey.csv","2018-07",9.18228742189622,12.1977723444716,84.7579525572444,"../data/Photos outline/2018-07 outlines/1116/1116-01-15.png","2018-07 outlines",1
"1116-01-16","1116",1,"16",2018-07-23,"Good","",0.19,296,NA,NA,NA,NA,9.9,"62.15","-30.56","4.27","3.51","",NA,NA,NA,NA,"147","Corymbia maculata","Spotted Gum",0.233957766345086,FALSE,-6.73697091269811,"2018-07 Blankie Survey.csv","2018-07",8.09562618853572,12.3064384678077,74.3474368293286,"../data/Photos outline/2018-07 outlines/1116/1116-01-16.png","2018-07 outlines",1
"1116-01-17+20","1116",1,"17+20",2018-07-23,"Good","yes",0.61,219,NA,NA,NA,NA,16.47,"-36.32","11.45","6.49","8.34","",2.61,2.28,3.67,2.54,"147","Corymbia maculata","Spotted Gum",0.233957766345086,TRUE,-5.39306738866248,"2018-07 Blankie Survey.csv","2018-07",10.5134474327628,18.8264058679707,153.52743122185,"../data/Photos outline/2018-07 outlines/1116/1116-01-17+20.png","2018-07 outlines",1
"1116-01-19","1116",1,"19",2018-07-23,"Good","yes",1.76,213,NA,NA,NA,NA,8.51,"-47.51","-1.77","3.96","5.05","",1.89,1.53,2.78,1.94,"147","Corymbia maculata","Spotted Gum",0.233957766345086,TRUE,-5.28834763354282,"2018-07 Blankie Survey.csv","2018-07",8.28579190437381,9.75278456941049,56.0046778684879,"../data/Photos outline/2018-07 outlines/1116/1116-01-19.png","2018-07 outlines",1
"1118-01-03","1118",1,"3",2018-07-23,"Good","yes",0.32,212,NA,NA,NA,NA,13.64,"57.08","-14.26","4.54","4.95","",2.25,1.81,2.8,1.88,"127","Corymbia maculata","Spotted Gum",0.202126777726707,TRUE,-5.27089434102288,"2018-07 Blankie Survey.csv","2018-07",9.01928823689215,13.094267861994,94.2400386250355,"../data/Photos outline/2018-07 outlines/1118/1118-01-03.png","2018-07 outlines",1
"1118-01-04","1118",1,"4",2018-07-23,"Good","",0.27,212,NA,NA,NA,NA,7.16,"75.09","-5.4","3.11","3.21","",NA,NA,NA,NA,"127","Corymbia maculata","Spotted Gum",0.202126777726707,FALSE,-5.27089434102288,"2018-07 Blankie Survey.csv","2018-07",5.24314045096441,7.30779679434936,29.3850201490639,"../data/Photos outline/2018-07 outlines/1118/1118-01-04.png","2018-07 outlines",1
"1118-01-05","1118",1,"5",2018-07-23,"Good","yes",0.87,165,NA,NA,NA,NA,7.91,"68.18","7.05","3.18","4.01","",1.55,1.21,1.68,1.2,"127","Corymbia maculata","Spotted Gum",0.202126777726707,TRUE,-4.45058959258554,"2018-07 Blankie Survey.csv","2018-07",6.81879923933714,7.33496332518337,40.5173198257888,"../data/Photos outline/2018-07 outlines/1118/1118-01-05.png","2018-07 outlines",1
"1118-01-06","1118",1,"6",2018-07-23,"Good","yes",1.37,147,NA,NA,NA,NA,5.82,"-35.14","-1.85","2.68","2.89","",1.57,1.21,1.71,0.91,"127","Corymbia maculata","Spotted Gum",0.202126777726707,TRUE,-4.13643032722656,"2018-07 Blankie Survey.csv","2018-07",4.69980983428416,6.19396903015485,21.9029693586477,"../data/Photos outline/2018-07 outlines/1118/1118-01-06.png","2018-07 outlines",1
"1118-01-07","1118",1,"7",2018-07-23,"Good","",1.57,177,NA,NA,NA,NA,5.15,"59","18.65","3.03","2.32","",NA,NA,NA,NA,"127","Corymbia maculata","Spotted Gum",0.202126777726707,FALSE,-4.66002910282486,"2018-07 Blankie Survey.csv","2018-07",5.05297473512632,5.56913882097256,20.2077365054631,"../data/Photos outline/2018-07 outlines/1118/1118-01-07.png","2018-07 outlines",1
"1118-01-09","1118",1,"9",2018-07-23,"Good","",0.46,120,NA,NA,NA,NA,7.42,"82.34","16.93","2.88","3.17","",NA,NA,NA,NA,"127","Corymbia maculata","Spotted Gum",0.202126777726707,FALSE,-3.66519142918809,"2018-07 Blankie Survey.csv","2018-07",6.9546318935072,7.3892963868514,38.332779449025,"../data/Photos outline/2018-07 outlines/1118/1118-01-09.png","2018-07 outlines",1
"1118-01-11","1118",1,"11",2018-07-23,"Slightly damaged","",0.15,111,NA,NA,NA,NA,5.27,"-27.52","30.46","30.07","2.37","",NA,NA,NA,NA,"127","Corymbia maculata","Spotted Gum",0.202126777726707,FALSE,-3.5081117965086,"2018-07 Blankie Survey.csv","2018-07",4.29231187177397,5.75930453681065,18.3169282469263,"../data/Photos outline/2018-07 outlines/1118/1118-01-11.png","2018-07 outlines",1
